location,continent,year,bloom_doy
Japan/Hakodate,Asia,1954,127
Japan/Hakodate,Asia,1955,134
Japan/Hakodate,Asia,1956,129
Japan/Hakodate,Asia,1957,132
Japan/Hakodate,Asia,1958,130
Japan/Hakodate,Asia,1959,122
Japan/Hakodate,Asia,1960,131
Japan/Hakodate,Asia,1961,125
Japan/Hakodate,Asia,1962,128
Japan/Hakodate,Asia,1963,128
Japan/Hakodate,Asia,1964,131
Japan/Hakodate,Asia,1965,136
Japan/Hakodate,Asia,1966,131
Japan/Hakodate,Asia,1967,129
Japan/Hakodate,Asia,1968,128
Japan/Hakodate,Asia,1969,128
Japan/Hakodate,Asia,1970,131
Japan/Hakodate,Asia,1971,134
Japan/Hakodate,Asia,1972,125
Japan/Hakodate,Asia,1973,127
Japan/Hakodate,Asia,1974,132
Japan/Hakodate,Asia,1975,127
Japan/Hakodate,Asia,1976,132
Japan/Hakodate,Asia,1977,132
Japan/Hakodate,Asia,1978,130
Japan/Hakodate,Asia,1979,131
Japan/Hakodate,Asia,1980,136
Japan/Hakodate,Asia,1981,126
Japan/Hakodate,Asia,1982,129
Japan/Hakodate,Asia,1983,120
Japan/Hakodate,Asia,1984,148
Japan/Hakodate,Asia,1985,129
Japan/Hakodate,Asia,1986,128
Japan/Hakodate,Asia,1987,128
Japan/Hakodate,Asia,1988,127
Japan/Hakodate,Asia,1989,121
Japan/Hakodate,Asia,1990,116
Japan/Hakodate,Asia,1991,122
Japan/Hakodate,Asia,1992,123
Japan/Hakodate,Asia,1993,122
Japan/Hakodate,Asia,1994,125
Japan/Hakodate,Asia,1995,123
Japan/Hakodate,Asia,1996,132
Japan/Hakodate,Asia,1997,121
Japan/Hakodate,Asia,1998,114
Japan/Hakodate,Asia,1999,122
Japan/Hakodate,Asia,2000,129
Japan/Hakodate,Asia,2001,123
Japan/Hakodate,Asia,2002,111
Japan/Hakodate,Asia,2003,122
Japan/Hakodate,Asia,2004,121
Japan/Hakodate,Asia,2005,125
Japan/Hakodate,Asia,2006,132
Japan/Hakodate,Asia,2007,124
Japan/Hakodate,Asia,2008,117
Japan/Hakodate,Asia,2009,121
Japan/Hakodate,Asia,2010,130
Japan/Hakodate,Asia,2011,126
Japan/Hakodate,Asia,2012,126
Japan/Hakodate,Asia,2013,132
Japan/Hakodate,Asia,2014,121
Japan/Hakodate,Asia,2015,114
Japan/Hakodate,Asia,2016,117
Japan/Hakodate,Asia,2017,120
Japan/Hakodate,Asia,2018,118
Japan/Hakodate,Asia,2019,119
Japan/Hakodate,Asia,2020,122
Japan/Hakodate,Asia,2021,113
Japan/Kutchan,Asia,1954,139
Japan/Kutchan,Asia,1955,143
Japan/Kutchan,Asia,1957,139
Japan/Kutchan,Asia,1958,140
Japan/Kutchan,Asia,1959,126
Japan/Kutchan,Asia,1960,141
Japan/Kutchan,Asia,1961,132
Japan/Kutchan,Asia,1962,132
Japan/Kutchan,Asia,1963,132
Japan/Kutchan,Asia,1964,134
Japan/Kutchan,Asia,1965,143
Japan/Kutchan,Asia,1966,139
Japan/Kutchan,Asia,1967,131
Japan/Kutchan,Asia,1968,134
Japan/Kutchan,Asia,1969,133
Japan/Kutchan,Asia,1970,139
Japan/Kutchan,Asia,1972,131
Japan/Kutchan,Asia,1973,135
Japan/Kutchan,Asia,1974,138
Japan/Kutchan,Asia,1975,133
Japan/Kutchan,Asia,1976,140
Japan/Kutchan,Asia,1977,142
Japan/Kutchan,Asia,1978,137
Japan/Kutchan,Asia,1979,141
Japan/Kutchan,Asia,1980,144
Japan/Kutchan,Asia,1981,133
Japan/Kutchan,Asia,1982,135
Japan/Kutchan,Asia,1983,124
Japan/Kutchan,Asia,1984,145
Japan/Kutchan,Asia,1985,134
Japan/Kutchan,Asia,1986,136
Japan/Kutchan,Asia,1987,137
Japan/Kutchan,Asia,1988,139
Japan/Kutchan,Asia,1989,129
Japan/Kutchan,Asia,1990,128
Japan/Kutchan,Asia,1991,131
Japan/Kutchan,Asia,1992,136
Japan/Kutchan,Asia,1993,135
Japan/Kutchan,Asia,1994,138
Japan/Kutchan,Asia,1995,130
Japan/Kutchan,Asia,1996,144
Japan/Kutchan,Asia,1997,133
Japan/Kutchan,Asia,1998,124
Japan/Kutchan,Asia,1999,134
Japan/Kutchan,Asia,2000,136
Japan/Kutchan,Asia,2001,132
Japan/Kutchan,Asia,2002,118
Japan/Kutchan,Asia,2003,128
Japan/Kutchan,Asia,2004,130
Japan/Kutchan,Asia,2005,140
Japan/Kutchan,Asia,2006,137
Japan/Mombetsu,Asia,1956,132
Japan/Mombetsu,Asia,1957,138
Japan/Mombetsu,Asia,1958,140
Japan/Mombetsu,Asia,1959,124
Japan/Mombetsu,Asia,1960,138
Japan/Mombetsu,Asia,1961,129
Japan/Mombetsu,Asia,1962,132
Japan/Mombetsu,Asia,1963,131
Japan/Mombetsu,Asia,1964,135
Japan/Mombetsu,Asia,1965,140
Japan/Mombetsu,Asia,1966,140
Japan/Mombetsu,Asia,1967,128
Japan/Mombetsu,Asia,1968,130
Japan/Mombetsu,Asia,1969,130
Japan/Mombetsu,Asia,1970,131
Japan/Mombetsu,Asia,1971,138
Japan/Mombetsu,Asia,1972,128
Japan/Mombetsu,Asia,1973,134
Japan/Mombetsu,Asia,1974,137
Japan/Mombetsu,Asia,1975,144
Japan/Mombetsu,Asia,1976,134
Japan/Mombetsu,Asia,1977,134
Japan/Mombetsu,Asia,1978,131
Japan/Mombetsu,Asia,1979,144
Japan/Mombetsu,Asia,1980,143
Japan/Mombetsu,Asia,1981,133
Japan/Mombetsu,Asia,1982,136
Japan/Mombetsu,Asia,1983,123
Japan/Mombetsu,Asia,1984,149
Japan/Mombetsu,Asia,1985,132
Japan/Mombetsu,Asia,1986,128
Japan/Mombetsu,Asia,1987,129
Japan/Mombetsu,Asia,1988,136
Japan/Mombetsu,Asia,1989,138
Japan/Mombetsu,Asia,1990,127
Japan/Mombetsu,Asia,1991,129
Japan/Mombetsu,Asia,1992,134
Japan/Mombetsu,Asia,1993,140
Japan/Mombetsu,Asia,1994,132
Japan/Mombetsu,Asia,1995,129
Japan/Mombetsu,Asia,1996,150
Japan/Mombetsu,Asia,1997,133
Japan/Mombetsu,Asia,1998,121
Japan/Mombetsu,Asia,1999,138
Japan/Mombetsu,Asia,2000,147
Japan/Mombetsu,Asia,2001,134
Japan/Mombetsu,Asia,2002,120
Japan/Mombetsu,Asia,2003,131
Japan/Mombetsu,Asia,2004,134
Japan/Mombetsu,Asia,2005,146
Japan/Mombetsu,Asia,2006,138
Japan/Mombetsu,Asia,2007,141
Japan/Hiroo,Asia,1958,135
Japan/Hiroo,Asia,1959,123
Japan/Hiroo,Asia,1960,134
Japan/Hiroo,Asia,1961,127
Japan/Hiroo,Asia,1962,128
Japan/Hiroo,Asia,1963,129
Japan/Hiroo,Asia,1964,136
Japan/Hiroo,Asia,1965,140
Japan/Hiroo,Asia,1966,139
Japan/Hiroo,Asia,1967,127
Japan/Hiroo,Asia,1968,131
Japan/Hiroo,Asia,1969,130
Japan/Hiroo,Asia,1970,135
Japan/Hiroo,Asia,1971,136
Japan/Hiroo,Asia,1972,130
Japan/Hiroo,Asia,1973,128
Japan/Hiroo,Asia,1974,135
Japan/Hiroo,Asia,1975,136
Japan/Hiroo,Asia,1976,131
Japan/Hiroo,Asia,1977,133
Japan/Hiroo,Asia,1978,133
Japan/Hiroo,Asia,1979,142
Japan/Hiroo,Asia,1980,141
Japan/Hiroo,Asia,1981,131
Japan/Hiroo,Asia,1982,132
Japan/Hiroo,Asia,1983,123
Japan/Hiroo,Asia,1984,152
Japan/Hiroo,Asia,1985,132
Japan/Hiroo,Asia,1986,131
Japan/Hiroo,Asia,1987,129
Japan/Hiroo,Asia,1988,131
Japan/Hiroo,Asia,1989,131
Japan/Hiroo,Asia,1990,126
Japan/Hiroo,Asia,1991,127
Japan/Hiroo,Asia,1992,136
Japan/Hiroo,Asia,1993,136
Japan/Hiroo,Asia,1994,130
Japan/Hiroo,Asia,1995,128
Japan/Hiroo,Asia,1996,141
Japan/Hiroo,Asia,1997,124
Japan/Hiroo,Asia,1998,120
Japan/Shinjo,Asia,1958,118
Japan/Shinjo,Asia,1959,111
Japan/Shinjo,Asia,1960,120
Japan/Shinjo,Asia,1961,118
Japan/Shinjo,Asia,1962,117
Japan/Shinjo,Asia,1963,118
Japan/Shinjo,Asia,1964,115
Japan/Shinjo,Asia,1965,129
Japan/Shinjo,Asia,1966,116
Japan/Shinjo,Asia,1967,116
Japan/Shinjo,Asia,1968,119
Japan/Shinjo,Asia,1969,118
Japan/Shinjo,Asia,1970,123
Japan/Shinjo,Asia,1971,118
Japan/Shinjo,Asia,1972,110
Japan/Shinjo,Asia,1973,115
Japan/Shinjo,Asia,1974,124
Japan/Shinjo,Asia,1975,117
Japan/Shinjo,Asia,1976,121
Japan/Shinjo,Asia,1977,120
Japan/Shinjo,Asia,1978,122
Japan/Shinjo,Asia,1979,115
Japan/Shinjo,Asia,1980,124
Japan/Shinjo,Asia,1981,122
Japan/Shinjo,Asia,1982,116
Japan/Shinjo,Asia,1983,113
Japan/Shinjo,Asia,1984,132
Japan/Shinjo,Asia,1985,119
Japan/Shinjo,Asia,1986,120
Japan/Shinjo,Asia,1987,117
Japan/Shinjo,Asia,1988,121
Japan/Shinjo,Asia,1989,109
Japan/Shinjo,Asia,1990,107
Japan/Shinjo,Asia,1991,112
Japan/Shinjo,Asia,1992,115
Japan/Shinjo,Asia,1993,116
Japan/Shinjo,Asia,1994,115
Japan/Shinjo,Asia,1995,115
Japan/Shinjo,Asia,1996,121
Japan/Shinjo,Asia,1997,118
Japan/Aomori,Asia,1956,123
Japan/Aomori,Asia,1957,127
Japan/Aomori,Asia,1958,124
Japan/Aomori,Asia,1959,115
Japan/Aomori,Asia,1960,122
Japan/Aomori,Asia,1961,119
Japan/Aomori,Asia,1962,120
Japan/Aomori,Asia,1963,116
Japan/Aomori,Asia,1964,123
Japan/Aomori,Asia,1965,130
Japan/Aomori,Asia,1966,125
Japan/Aomori,Asia,1967,123
Japan/Aomori,Asia,1968,124
Japan/Aomori,Asia,1969,124
Japan/Aomori,Asia,1970,127
Japan/Aomori,Asia,1971,125
Japan/Aomori,Asia,1972,120
Japan/Aomori,Asia,1973,118
Japan/Aomori,Asia,1974,127
Japan/Aomori,Asia,1975,121
Japan/Aomori,Asia,1976,125
Japan/Aomori,Asia,1977,127
Japan/Aomori,Asia,1978,124
Japan/Aomori,Asia,1979,126
Japan/Aomori,Asia,1980,130
Japan/Aomori,Asia,1981,121
Japan/Aomori,Asia,1982,124
Japan/Aomori,Asia,1983,115
Japan/Aomori,Asia,1984,139
Japan/Aomori,Asia,1985,123
Japan/Aomori,Asia,1986,125
Japan/Aomori,Asia,1987,121
Japan/Aomori,Asia,1988,122
Japan/Aomori,Asia,1989,110
Japan/Aomori,Asia,1990,113
Japan/Aomori,Asia,1991,120
Japan/Aomori,Asia,1992,118
Japan/Aomori,Asia,1993,118
Japan/Aomori,Asia,1994,117
Japan/Aomori,Asia,1995,118
Japan/Aomori,Asia,1996,124
Japan/Aomori,Asia,1997,117
Japan/Aomori,Asia,1998,110
Japan/Aomori,Asia,1999,120
Japan/Aomori,Asia,2000,124
Japan/Aomori,Asia,2001,117
Japan/Aomori,Asia,2002,106
Japan/Aomori,Asia,2003,117
Japan/Aomori,Asia,2004,112
Japan/Aomori,Asia,2005,122
Japan/Aomori,Asia,2006,126
Japan/Aomori,Asia,2007,119
Japan/Aomori,Asia,2008,112
Japan/Aomori,Asia,2009,112
Japan/Aomori,Asia,2010,122
Japan/Aomori,Asia,2011,118
Japan/Aomori,Asia,2012,122
Japan/Aomori,Asia,2013,126
Japan/Aomori,Asia,2014,115
Japan/Aomori,Asia,2015,109
Japan/Aomori,Asia,2016,112
Japan/Aomori,Asia,2017,111
Japan/Aomori,Asia,2018,112
Japan/Aomori,Asia,2019,112
Japan/Aomori,Asia,2020,112
Japan/Aomori,Asia,2021,107
Japan/Hachinohe,Asia,1953,122
Japan/Hachinohe,Asia,1954,116
Japan/Hachinohe,Asia,1955,116
Japan/Hachinohe,Asia,1956,118
Japan/Hachinohe,Asia,1957,121
Japan/Hachinohe,Asia,1958,117
Japan/Hachinohe,Asia,1959,113
Japan/Hachinohe,Asia,1960,122
Japan/Hachinohe,Asia,1961,116
Japan/Hachinohe,Asia,1962,116
Japan/Hachinohe,Asia,1963,115
Japan/Hachinohe,Asia,1964,123
Japan/Hachinohe,Asia,1965,129
Japan/Hachinohe,Asia,1966,120
Japan/Hachinohe,Asia,1967,118
Japan/Hachinohe,Asia,1968,120
Japan/Hachinohe,Asia,1969,120
Japan/Hachinohe,Asia,1970,127
Japan/Hachinohe,Asia,1971,116
Japan/Hachinohe,Asia,1972,119
Japan/Hachinohe,Asia,1973,112
Japan/Hachinohe,Asia,1974,121
Japan/Hachinohe,Asia,1975,118
Japan/Hachinohe,Asia,1976,119
Japan/Hachinohe,Asia,1977,122
Japan/Hachinohe,Asia,1978,121
Japan/Hachinohe,Asia,1979,125
Japan/Hachinohe,Asia,1980,126
Japan/Hachinohe,Asia,1981,118
Japan/Hachinohe,Asia,1982,121
Japan/Hachinohe,Asia,1983,113
Japan/Hachinohe,Asia,1984,144
Japan/Hachinohe,Asia,1985,121
Japan/Hachinohe,Asia,1986,122
Japan/Hachinohe,Asia,1987,118
Japan/Hachinohe,Asia,1988,121
Japan/Hachinohe,Asia,1989,109
Japan/Hachinohe,Asia,1990,108
Japan/Hachinohe,Asia,1991,115
Japan/Hachinohe,Asia,1992,115
Japan/Hachinohe,Asia,1993,116
Japan/Hachinohe,Asia,1994,116
Japan/Hachinohe,Asia,1995,115
Japan/Hachinohe,Asia,1996,123
Japan/Hachinohe,Asia,1997,118
Japan/Hachinohe,Asia,1998,109
Japan/Hachinohe,Asia,1999,117
Japan/Hachinohe,Asia,2000,121
Japan/Hachinohe,Asia,2001,114
Japan/Hachinohe,Asia,2002,106
Japan/Hachinohe,Asia,2003,115
Japan/Hachinohe,Asia,2004,110
Japan/Hachinohe,Asia,2005,119
Japan/Hachinohe,Asia,2006,122
Japan/Hachinohe,Asia,2007,119
Japan/Akita,Asia,1953,119
Japan/Akita,Asia,1954,112
Japan/Akita,Asia,1955,113
Japan/Akita,Asia,1956,117
Japan/Akita,Asia,1957,119
Japan/Akita,Asia,1958,119
Japan/Akita,Asia,1959,107
Japan/Akita,Asia,1960,118
Japan/Akita,Asia,1961,113
Japan/Akita,Asia,1962,114
Japan/Akita,Asia,1963,111
Japan/Akita,Asia,1964,114
Japan/Akita,Asia,1965,128
Japan/Akita,Asia,1966,115
Japan/Akita,Asia,1967,118
Japan/Akita,Asia,1968,115
Japan/Akita,Asia,1969,119
Japan/Akita,Asia,1970,121
Japan/Akita,Asia,1971,119
Japan/Akita,Asia,1972,113
Japan/Akita,Asia,1973,113
Japan/Akita,Asia,1974,120
Japan/Akita,Asia,1975,115
Japan/Akita,Asia,1976,119
Japan/Akita,Asia,1977,117
Japan/Akita,Asia,1978,120
Japan/Akita,Asia,1979,115
Japan/Akita,Asia,1980,119
Japan/Akita,Asia,1981,117
Japan/Akita,Asia,1982,114
Japan/Akita,Asia,1983,109
Japan/Akita,Asia,1984,126
Japan/Akita,Asia,1985,113
Japan/Akita,Asia,1986,115
Japan/Akita,Asia,1987,111
Japan/Akita,Asia,1988,119
Japan/Akita,Asia,1989,105
Japan/Akita,Asia,1990,103
Japan/Akita,Asia,1991,112
Japan/Akita,Asia,1992,113
Japan/Akita,Asia,1993,114
Japan/Akita,Asia,1994,114
Japan/Akita,Asia,1995,113
Japan/Akita,Asia,1996,121
Japan/Akita,Asia,1997,112
Japan/Akita,Asia,1998,106
Japan/Akita,Asia,1999,110
Japan/Akita,Asia,2000,116
Japan/Akita,Asia,2001,108
Japan/Akita,Asia,2002,102
Japan/Akita,Asia,2003,111
Japan/Akita,Asia,2004,107
Japan/Akita,Asia,2005,118
Japan/Akita,Asia,2006,116
Japan/Akita,Asia,2007,113
Japan/Akita,Asia,2008,106
Japan/Akita,Asia,2009,109
Japan/Akita,Asia,2010,118
Japan/Akita,Asia,2011,117
Japan/Akita,Asia,2012,117
Japan/Akita,Asia,2013,119
Japan/Akita,Asia,2014,114
Japan/Akita,Asia,2015,105
Japan/Akita,Asia,2016,110
Japan/Akita,Asia,2017,109
Japan/Akita,Asia,2018,110
Japan/Akita,Asia,2019,110
Japan/Akita,Asia,2020,106
Japan/Akita,Asia,2021,97
Japan/Morioka,Asia,1953,123
Japan/Morioka,Asia,1954,116
Japan/Morioka,Asia,1955,117
Japan/Morioka,Asia,1956,119
Japan/Morioka,Asia,1957,122
Japan/Morioka,Asia,1958,119
Japan/Morioka,Asia,1959,111
Japan/Morioka,Asia,1960,120
Japan/Morioka,Asia,1961,115
Japan/Morioka,Asia,1962,115
Japan/Morioka,Asia,1963,111
Japan/Morioka,Asia,1964,114
Japan/Morioka,Asia,1965,128
Japan/Morioka,Asia,1966,115
Japan/Morioka,Asia,1967,118
Japan/Morioka,Asia,1968,114
Japan/Morioka,Asia,1969,119
Japan/Morioka,Asia,1970,121
Japan/Morioka,Asia,1971,118
Japan/Morioka,Asia,1972,116
Japan/Morioka,Asia,1973,113
Japan/Morioka,Asia,1974,122
Japan/Morioka,Asia,1975,118
Japan/Morioka,Asia,1976,122
Japan/Morioka,Asia,1977,121
Japan/Morioka,Asia,1978,122
Japan/Morioka,Asia,1979,118
Japan/Morioka,Asia,1980,125
Japan/Morioka,Asia,1981,118
Japan/Morioka,Asia,1982,116
Japan/Morioka,Asia,1983,112
Japan/Morioka,Asia,1984,130
Japan/Morioka,Asia,1985,119
Japan/Morioka,Asia,1986,121
Japan/Morioka,Asia,1987,120
Japan/Morioka,Asia,1988,121
Japan/Morioka,Asia,1989,108
Japan/Morioka,Asia,1990,111
Japan/Morioka,Asia,1991,114
Japan/Morioka,Asia,1992,117
Japan/Morioka,Asia,1993,117
Japan/Morioka,Asia,1994,115
Japan/Morioka,Asia,1995,118
Japan/Morioka,Asia,1996,122
Japan/Morioka,Asia,1997,118
Japan/Morioka,Asia,1998,106
Japan/Morioka,Asia,1999,113
Japan/Morioka,Asia,2000,120
Japan/Morioka,Asia,2001,108
Japan/Morioka,Asia,2002,106
Japan/Morioka,Asia,2003,111
Japan/Morioka,Asia,2004,108
Japan/Morioka,Asia,2005,117
Japan/Morioka,Asia,2006,120
Japan/Morioka,Asia,2007,119
Japan/Morioka,Asia,2008,108
Japan/Morioka,Asia,2009,108
Japan/Morioka,Asia,2010,122
Japan/Morioka,Asia,2011,119
Japan/Morioka,Asia,2012,119
Japan/Morioka,Asia,2013,122
Japan/Morioka,Asia,2014,111
Japan/Morioka,Asia,2015,106
Japan/Morioka,Asia,2016,109
Japan/Morioka,Asia,2017,114
Japan/Morioka,Asia,2018,110
Japan/Morioka,Asia,2019,112
Japan/Morioka,Asia,2020,111
Japan/Morioka,Asia,2021,103
Japan/Miyako,Asia,1953,119
Japan/Miyako,Asia,1954,110
Japan/Miyako,Asia,1955,106
Japan/Miyako,Asia,1956,114
Japan/Miyako,Asia,1957,113
Japan/Miyako,Asia,1958,114
Japan/Miyako,Asia,1959,109
Japan/Miyako,Asia,1960,117
Japan/Miyako,Asia,1961,112
Japan/Miyako,Asia,1962,111
Japan/Miyako,Asia,1963,108
Japan/Miyako,Asia,1964,115
Japan/Miyako,Asia,1965,124
Japan/Miyako,Asia,1966,115
Japan/Miyako,Asia,1967,116
Japan/Miyako,Asia,1968,113
Japan/Miyako,Asia,1969,116
Japan/Miyako,Asia,1970,123
Japan/Miyako,Asia,1971,112
Japan/Miyako,Asia,1972,116
Japan/Miyako,Asia,1973,111
Japan/Miyako,Asia,1974,118
Japan/Miyako,Asia,1975,116
Japan/Miyako,Asia,1976,117
Japan/Miyako,Asia,1977,118
Japan/Miyako,Asia,1978,121
Japan/Miyako,Asia,1979,115
Japan/Miyako,Asia,1980,121
Japan/Miyako,Asia,1981,115
Japan/Miyako,Asia,1982,115
Japan/Miyako,Asia,1983,111
Japan/Miyako,Asia,1984,140
Japan/Miyako,Asia,1985,116
Japan/Miyako,Asia,1986,118
Japan/Miyako,Asia,1987,112
Japan/Miyako,Asia,1988,118
Japan/Miyako,Asia,1989,107
Japan/Miyako,Asia,1990,105
Japan/Miyako,Asia,1991,111
Japan/Miyako,Asia,1992,115
Japan/Miyako,Asia,1993,113
Japan/Miyako,Asia,1994,112
Japan/Miyako,Asia,1995,115
Japan/Miyako,Asia,1996,119
Japan/Miyako,Asia,1997,116
Japan/Miyako,Asia,1998,109
Japan/Miyako,Asia,1999,110
Japan/Miyako,Asia,2000,118
Japan/Miyako,Asia,2001,107
Japan/Miyako,Asia,2002,103
Japan/Miyako,Asia,2003,109
Japan/Miyako,Asia,2004,105
Japan/Miyako,Asia,2005,114
Japan/Miyako,Asia,2006,118
Japan/Miyako,Asia,2007,117
Japan/Sakata,Asia,1953,112
Japan/Sakata,Asia,1954,108
Japan/Sakata,Asia,1955,105
Japan/Sakata,Asia,1956,112
Japan/Sakata,Asia,1957,113
Japan/Sakata,Asia,1958,112
Japan/Sakata,Asia,1959,102
Japan/Sakata,Asia,1960,112
Japan/Sakata,Asia,1961,110
Japan/Sakata,Asia,1962,112
Japan/Sakata,Asia,1963,108
Japan/Sakata,Asia,1964,109
Japan/Sakata,Asia,1965,122
Japan/Sakata,Asia,1966,111
Japan/Sakata,Asia,1967,110
Japan/Sakata,Asia,1968,110
Japan/Sakata,Asia,1969,115
Japan/Sakata,Asia,1970,117
Japan/Sakata,Asia,1971,114
Japan/Sakata,Asia,1972,110
Japan/Sakata,Asia,1973,111
Japan/Sakata,Asia,1974,116
Japan/Sakata,Asia,1975,110
Japan/Sakata,Asia,1976,113
Japan/Sakata,Asia,1977,110
Japan/Sakata,Asia,1978,115
Japan/Sakata,Asia,1979,111
Japan/Sakata,Asia,1980,115
Japan/Sakata,Asia,1981,112
Japan/Sakata,Asia,1982,109
Japan/Sakata,Asia,1983,108
Japan/Sakata,Asia,1984,122
Japan/Sakata,Asia,1985,109
Japan/Sakata,Asia,1986,113
Japan/Sakata,Asia,1987,108
Japan/Sakata,Asia,1988,117
Japan/Sakata,Asia,1989,101
Japan/Sakata,Asia,1990,101
Japan/Sakata,Asia,1991,107
Japan/Sakata,Asia,1992,107
Japan/Sakata,Asia,1993,110
Japan/Sakata,Asia,1994,109
Japan/Sakata,Asia,1995,110
Japan/Sakata,Asia,1996,116
Japan/Sakata,Asia,1997,108
Japan/Sakata,Asia,1998,103
Japan/Sakata,Asia,1999,108
Japan/Sakata,Asia,2000,113
Japan/Sakata,Asia,2001,105
Japan/Sakata,Asia,2002,98
Japan/Sakata,Asia,2003,106
Japan/Sakata,Asia,2004,103
Japan/Sakata,Asia,2005,115
Japan/Sakata,Asia,2006,111
Japan/Sakata,Asia,2007,109
Japan/Sakata,Asia,2008,104
Japan/Sakata,Asia,2009,104
Japan/Yamagata,Asia,1953,117
Japan/Yamagata,Asia,1954,108
Japan/Yamagata,Asia,1955,105
Japan/Yamagata,Asia,1956,112
Japan/Yamagata,Asia,1957,117
Japan/Yamagata,Asia,1958,113
Japan/Yamagata,Asia,1959,106
Japan/Yamagata,Asia,1960,115
Japan/Yamagata,Asia,1961,111
Japan/Yamagata,Asia,1962,112
Japan/Yamagata,Asia,1963,107
Japan/Yamagata,Asia,1964,108
Japan/Yamagata,Asia,1965,122
Japan/Yamagata,Asia,1966,112
Japan/Yamagata,Asia,1967,114
Japan/Yamagata,Asia,1968,112
Japan/Yamagata,Asia,1969,114
Japan/Yamagata,Asia,1970,118
Japan/Yamagata,Asia,1971,113
Japan/Yamagata,Asia,1972,108
Japan/Yamagata,Asia,1973,111
Japan/Yamagata,Asia,1974,118
Japan/Yamagata,Asia,1975,112
Japan/Yamagata,Asia,1976,114
Japan/Yamagata,Asia,1977,112
Japan/Yamagata,Asia,1978,117
Japan/Yamagata,Asia,1979,110
Japan/Yamagata,Asia,1980,118
Japan/Yamagata,Asia,1981,116
Japan/Yamagata,Asia,1982,111
Japan/Yamagata,Asia,1983,108
Japan/Yamagata,Asia,1984,125
Japan/Yamagata,Asia,1985,112
Japan/Yamagata,Asia,1986,114
Japan/Yamagata,Asia,1987,108
Japan/Yamagata,Asia,1988,118
Japan/Yamagata,Asia,1989,103
Japan/Yamagata,Asia,1990,102
Japan/Yamagata,Asia,1991,107
Japan/Yamagata,Asia,1992,107
Japan/Yamagata,Asia,1993,110
Japan/Yamagata,Asia,1994,108
Japan/Yamagata,Asia,1995,111
Japan/Yamagata,Asia,1996,116
Japan/Yamagata,Asia,1997,109
Japan/Yamagata,Asia,1998,103
Japan/Yamagata,Asia,1999,108
Japan/Yamagata,Asia,2000,115
Japan/Yamagata,Asia,2001,105
Japan/Yamagata,Asia,2002,96
Japan/Yamagata,Asia,2003,107
Japan/Yamagata,Asia,2004,104
Japan/Yamagata,Asia,2005,113
Japan/Yamagata,Asia,2006,113
Japan/Yamagata,Asia,2007,109
Japan/Yamagata,Asia,2008,107
Japan/Yamagata,Asia,2009,103
Japan/Yamagata,Asia,2010,115
Japan/Yamagata,Asia,2011,115
Japan/Yamagata,Asia,2012,117
Japan/Yamagata,Asia,2013,109
Japan/Yamagata,Asia,2014,107
Japan/Yamagata,Asia,2015,105
Japan/Yamagata,Asia,2016,101
Japan/Yamagata,Asia,2017,107
Japan/Yamagata,Asia,2018,101
Japan/Yamagata,Asia,2019,107
Japan/Yamagata,Asia,2020,100
Japan/Yamagata,Asia,2021,95
Japan/Sendai,Asia,1953,107
Japan/Sendai,Asia,1954,102
Japan/Sendai,Asia,1955,106
Japan/Sendai,Asia,1956,110
Japan/Sendai,Asia,1957,111
Japan/Sendai,Asia,1958,105
Japan/Sendai,Asia,1959,100
Japan/Sendai,Asia,1960,108
Japan/Sendai,Asia,1961,106
Japan/Sendai,Asia,1962,111
Japan/Sendai,Asia,1963,108
Japan/Sendai,Asia,1964,110
Japan/Sendai,Asia,1965,115
Japan/Sendai,Asia,1966,108
Japan/Sendai,Asia,1967,108
Japan/Sendai,Asia,1968,105
Japan/Sendai,Asia,1969,110
Japan/Sendai,Asia,1970,115
Japan/Sendai,Asia,1971,107
Japan/Sendai,Asia,1972,107
Japan/Sendai,Asia,1973,108
Japan/Sendai,Asia,1974,114
Japan/Sendai,Asia,1975,108
Japan/Sendai,Asia,1976,110
Japan/Sendai,Asia,1977,109
Japan/Sendai,Asia,1978,115
Japan/Sendai,Asia,1979,102
Japan/Sendai,Asia,1980,111
Japan/Sendai,Asia,1981,108
Japan/Sendai,Asia,1982,106
Japan/Sendai,Asia,1983,108
Japan/Sendai,Asia,1984,124
Japan/Sendai,Asia,1985,113
Japan/Sendai,Asia,1986,114
Japan/Sendai,Asia,1987,107
Japan/Sendai,Asia,1988,112
Japan/Sendai,Asia,1989,96
Japan/Sendai,Asia,1990,98
Japan/Sendai,Asia,1991,105
Japan/Sendai,Asia,1992,106
Japan/Sendai,Asia,1993,106
Japan/Sendai,Asia,1994,105
Japan/Sendai,Asia,1995,107
Japan/Sendai,Asia,1996,115
Japan/Sendai,Asia,1997,101
Japan/Sendai,Asia,1998,101
Japan/Sendai,Asia,1999,103
Japan/Sendai,Asia,2000,109
Japan/Sendai,Asia,2001,103
Japan/Sendai,Asia,2002,93
Japan/Sendai,Asia,2003,104
Japan/Sendai,Asia,2004,101
Japan/Sendai,Asia,2005,107
Japan/Sendai,Asia,2006,108
Japan/Sendai,Asia,2007,102
Japan/Sendai,Asia,2008,102
Japan/Sendai,Asia,2009,100
Japan/Sendai,Asia,2010,111
Japan/Sendai,Asia,2011,105
Japan/Sendai,Asia,2012,114
Japan/Sendai,Asia,2013,105
Japan/Sendai,Asia,2014,101
